,course,professor,semester,section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Other
262,CMSC131,Thomas Reinhardt,201408,0303,2,7,8,0,8,2,1,3,0,0,0,1,1,1,0
263,CMSC131,Thomas Reinhardt,201408,0301,2,1,4,3,3,1,1,1,3,0,0,4,5,4,0
264,CMSC131,Thomas Reinhardt,201401,0403,0,2,7,4,6,0,1,1,1,1,0,1,3,6,0
265,CMSC131,Thomas Reinhardt,201401,0303,0,3,3,1,5,3,1,3,4,0,1,0,2,4,0
266,CMSC131,Thomas Reinhardt,201401,0302,1,2,2,1,8,1,3,4,2,1,1,0,0,4,0
267,CMSC131,Thomas Reinhardt,201401,0301,0,3,2,5,6,2,4,4,0,0,1,0,1,2,0
268,CMSC131,Thomas Reinhardt,201301,0101,1,3,2,7,1,3,0,0,2,2,0,1,4,4,0
269,CMSC131,Thomas Reinhardt,201301,0102,0,2,3,1,2,0,0,3,7,1,0,0,2,9,0
270,CMSC131,Pedram Sadeghian,202101,0206,4,2,2,1,0,1,1,0,0,1,0,1,3,7,6
271,CMSC131,Pedram Sadeghian,202101,0205,5,1,3,2,0,0,1,0,0,0,0,0,5,7,5
272,CMSC131,Pedram Sadeghian,202101,0204,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1
273,CMSC131,Pedram Sadeghian,202101,0203,6,4,2,2,1,0,0,0,0,1,0,0,6,4,4
274,CMSC131,Pedram Sadeghian,202101,0202,3,1,3,4,0,2,1,0,0,1,0,0,4,8,5
275,CMSC131,Pedram Sadeghian,202101,0201,5,2,2,1,0,2,3,2,0,1,0,0,2,7,7
276,CMSC131,Pedram Sadeghian,202101,0105,11,1,0,2,1,1,0,0,1,1,0,0,2,11,5
277,CMSC131,Pedram Sadeghian,202101,0103,7,2,3,3,0,1,0,1,0,4,0,0,2,4,4
278,CMSC131,Pedram Sadeghian,202101,0102,8,2,0,4,1,1,1,1,0,0,0,0,4,7,4
279,CMSC131,Pedram Sadeghian,202101,0101,8,1,2,3,0,2,3,1,0,0,1,0,4,8,0
280,CMSC131,Pedram Sadeghian,202001,0204,2,0,2,0,0,0,0,0,0,0,0,0,1,0,2
281,CMSC131,Pedram Sadeghian,202001,0101,4,1,0,1,1,1,0,0,0,0,0,0,2,0,3
282,CMSC131,Pedram Sadeghian,202001,0102,4,4,1,2,3,3,0,0,0,0,0,0,3,2,5
283,CMSC131,Pedram Sadeghian,202001,0103,1,2,1,1,1,0,1,0,0,0,0,0,1,4,3
284,CMSC131,Pedram Sadeghian,202001,0104,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
285,CMSC131,Pedram Sadeghian,202001,0202,6,4,2,2,0,0,0,0,0,0,0,0,2,5,8
286,CMSC131,Pedram Sadeghian,202001,0203,2,1,0,1,0,0,0,0,0,0,0,0,0,2,6
287,CMSC131,Pedram Sadeghian,202001,0205,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
288,CMSC131,Pedram Sadeghian,201901,0202,4,2,4,7,1,0,0,1,1,0,5,0,7,6,0
289,CMSC131,Pedram Sadeghian,201901,0209,0,3,3,0,2,2,1,1,0,0,2,0,3,3,0
290,CMSC131,Pedram Sadeghian,201901,0208,6,3,4,4,1,0,0,3,3,0,1,0,5,3,0
291,CMSC131,Pedram Sadeghian,201901,0207,6,2,0,0,1,1,2,2,2,0,4,0,7,2,0
292,CMSC131,Pedram Sadeghian,201901,0205,2,2,3,4,2,1,4,1,1,0,3,0,7,3,0
293,CMSC131,Pedram Sadeghian,201901,0204,3,4,4,6,3,0,2,1,2,0,3,0,4,0,0
294,CMSC131,Pedram Sadeghian,201901,0203,6,3,1,1,0,2,1,1,3,0,7,1,2,5,0
295,CMSC131,Pedram Sadeghian,201901,0201,2,3,1,4,1,1,4,0,0,0,1,0,2,5,0
296,CMSC131,Pedram Sadeghian,201608,0102,8,3,3,6,2,1,1,4,1,1,0,1,1,1,0
297,CMSC131,Pedram Sadeghian,201608,0101,6,5,3,5,2,2,1,0,0,0,0,0,5,3,0
298,CMSC131,Pedram Sadeghian,201608,0103,2,8,3,2,3,1,3,2,4,3,0,1,6,2,0
299,CMSC131,Pedram Sadeghian,201608,0104,3,6,2,6,1,1,3,3,3,1,1,1,8,2,0
300,CMSC131,Pedram Sadeghian,201608,0201,6,3,8,9,2,2,2,1,1,0,0,1,3,2,0
301,CMSC131,Pedram Sadeghian,201608,0202,6,1,9,4,2,3,2,3,3,1,0,2,2,2,0
302,CMSC131,Pedram Sadeghian,201608,0204,1,3,2,5,1,1,7,1,1,0,1,1,4,5,0
303,CMSC131,Pedram Sadeghian,201608,0301,4,3,2,7,3,2,1,1,3,1,1,1,1,4,0
304,CMSC131,Pedram Sadeghian,201608,0302,3,6,10,8,2,5,2,0,0,1,0,1,1,1,0
305,CMSC131,Pedram Sadeghian,201608,0303,6,9,5,4,1,7,0,2,3,0,0,0,2,1,0
306,CMSC131,Pedram Sadeghian,201608,0203,7,2,4,4,3,3,1,0,2,0,0,0,5,2,0
307,CMSC131,Pedram Sadeghian,201608,0304,3,3,2,4,3,0,8,0,3,1,1,0,4,2,0
308,CMSC131,Pedram Sadeghian,201508,0102,2,5,5,5,2,4,1,2,1,0,0,0,4,2,0
309,CMSC131,Pedram Sadeghian,201508,0103,4,2,6,7,6,4,4,1,1,0,2,0,2,1,0
310,CMSC131,Pedram Sadeghian,201508,0104,1,2,8,7,2,5,4,3,2,0,1,0,4,1,0
311,CMSC131,Pedram Sadeghian,201508,0201,6,3,1,6,1,2,4,1,6,0,2,0,7,2,0
312,CMSC131,Pedram Sadeghian,201508,0202,2,8,3,5,1,3,0,6,1,0,2,0,7,2,0
313,CMSC131,Pedram Sadeghian,201508,0203,4,4,5,4,5,1,2,2,0,0,1,0,2,3,0
314,CMSC131,Pedram Sadeghian,201508,0204,7,7,3,4,2,2,1,2,0,0,0,0,1,3,0
315,CMSC131,Pedram Sadeghian,201508,0301,3,4,5,5,1,1,0,3,1,0,4,0,6,5,0
316,CMSC131,Pedram Sadeghian,201508,0302,1,6,4,4,4,3,4,2,1,0,2,0,7,5,0
317,CMSC131,Pedram Sadeghian,201508,0303,3,3,6,7,4,2,5,1,0,0,0,0,2,4,0
318,CMSC131,Pedram Sadeghian,201508,0304,2,4,5,4,2,2,2,2,2,0,1,0,6,0,0
319,CMSC131,Pedram Sadeghian,201508,0101,5,4,4,6,2,2,1,4,1,0,2,0,1,0,0
320,CMSC131,Nelson Padua-Perez,202008,FC01,17,16,28,8,11,3,7,3,3,0,3,0,5,13,1
321,CMSC131,Nelson Padua-Perez,202008,0101,6,3,3,2,1,6,0,0,0,0,0,0,2,8,0
322,CMSC131,Nelson Padua-Perez,202008,0102,9,4,4,4,2,0,1,1,0,0,1,0,1,8,0
323,CMSC131,Nelson Padua-Perez,202008,0103,13,6,3,3,1,1,2,0,1,0,0,0,1,1,0
324,CMSC131,Nelson Padua-Perez,202008,0104,9,6,2,4,1,3,2,0,0,0,0,0,2,2,0
325,CMSC131,Nelson Padua-Perez,202008,0105,8,6,2,3,1,2,0,1,3,0,0,0,0,5,0
326,CMSC131,Nelson Padua-Perez,202008,0106,6,4,11,2,2,2,0,0,1,0,1,0,1,3,0
327,CMSC131,Nelson Padua-Perez,202008,0107,6,1,1,0,1,0,0,0,0,0,0,0,1,3,0
328,CMSC131,Nelson Padua-Perez,202008,0108,2,7,2,1,0,2,1,0,0,0,0,0,0,5,0
329,CMSC131,Nelson Padua-Perez,202008,0109,4,3,2,1,2,0,1,0,1,0,0,0,0,3,1
330,CMSC131,Nelson Padua-Perez,202008,0301,11,2,6,1,0,3,1,1,1,0,0,0,1,5,0
331,CMSC131,Nelson Padua-Perez,202008,0302,8,3,5,2,2,0,0,0,0,0,0,0,0,1,0
332,CMSC131,Nelson Padua-Perez,202008,0303,5,1,0,0,1,0,2,1,0,0,0,0,1,1,0
333,CMSC131,Nelson Padua-Perez,202008,0304,6,1,2,1,0,1,0,0,0,0,0,0,0,0,0
334,CMSC131,Nelson Padua-Perez,202008,0305,3,1,3,0,1,1,0,0,0,0,0,0,1,4,0
335,CMSC131,Nelson Padua-Perez,202008,0306,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
336,CMSC131,Nelson Padua-Perez,202008,0309,4,1,1,0,1,1,0,0,1,0,0,0,0,2,0
337,CMSC131,Nelson Padua-Perez,202001,0306,6,3,2,4,1,1,1,0,0,0,0,0,0,1,6
338,CMSC131,Nelson Padua-Perez,202001,0405,10,3,0,1,0,0,0,0,0,0,0,0,2,3,9
339,CMSC131,Nelson Padua-Perez,202001,0404,12,2,0,2,2,1,0,0,0,0,0,0,1,5,2
340,CMSC131,Nelson Padua-Perez,202001,0403,9,9,2,2,0,0,0,0,0,0,0,0,1,4,1
341,CMSC131,Nelson Padua-Perez,202001,0402,10,7,0,1,0,1,1,0,0,0,0,0,1,3,3
342,CMSC131,Nelson Padua-Perez,202001,0401,7,4,4,1,0,1,0,0,0,0,0,0,1,6,3
343,CMSC131,Nelson Padua-Perez,202001,0307,5,1,4,2,0,0,0,0,0,0,0,0,2,3,9
344,CMSC131,Nelson Padua-Perez,202001,0305,10,4,4,0,0,0,0,0,0,0,0,0,1,3,1
345,CMSC131,Nelson Padua-Perez,202001,0304,9,5,2,1,3,0,0,0,0,0,0,0,2,3,12
346,CMSC131,Nelson Padua-Perez,202001,0303,12,1,2,0,1,1,0,0,0,0,0,0,2,5,7
347,CMSC131,Nelson Padua-Perez,202001,0302,9,3,3,3,1,0,0,1,0,0,0,0,0,3,11
348,CMSC131,Nelson Padua-Perez,202001,0301,7,3,3,1,0,0,0,0,0,0,0,0,1,1,6
349,CMSC131,Nelson Padua-Perez,201908,0303,6,1,5,5,2,2,2,1,0,0,0,0,5,3,0
350,CMSC131,Nelson Padua-Perez,201908,0301,1,6,4,6,1,4,2,1,2,0,0,0,1,4,0
351,CMSC131,Nelson Padua-Perez,201908,0302,2,9,3,4,2,1,5,1,1,0,0,0,0,4,0
352,CMSC131,Nelson Padua-Perez,201908,0304,6,7,3,4,2,3,0,1,2,0,0,0,2,2,0
353,CMSC131,Nelson Padua-Perez,201908,0305,2,3,5,8,3,1,0,1,1,0,1,0,3,3,0
354,CMSC131,Nelson Padua-Perez,201908,0306,8,4,5,4,1,2,1,1,1,0,1,0,1,3,0
355,CMSC131,Nelson Padua-Perez,201908,0307,7,3,6,4,3,0,2,0,0,0,0,0,4,2,0
356,CMSC131,Nelson Padua-Perez,201908,FC01,12,12,13,18,11,8,5,5,2,0,6,0,11,10,0
357,CMSC131,Nelson Padua-Perez,201808,FC01,23,17,19,16,8,11,7,3,5,0,3,0,19,15,0
358,CMSC131,Nelson Padua-Perez,201708,FC01,10,11,11,9,6,11,9,4,4,0,6,0,9,4,0
359,CMSC131,Nelson Padua-Perez,201508,0401,2,1,1,9,5,2,1,4,1,0,4,0,2,0,0
360,CMSC131,Nelson Padua-Perez,201508,0504,3,6,5,7,1,2,5,1,2,0,1,0,3,2,0
361,CMSC131,Nelson Padua-Perez,201508,0503,4,1,3,4,4,2,2,1,2,0,3,0,2,4,0
362,CMSC131,Nelson Padua-Perez,201508,0502,0,3,4,4,7,6,3,3,0,0,5,0,2,1,0
363,CMSC131,Nelson Padua-Perez,201508,0501,2,2,4,4,4,5,8,1,3,0,2,0,2,1,0
364,CMSC131,Nelson Padua-Perez,201508,0404,4,3,4,5,7,0,3,4,0,0,0,0,7,3,0
365,CMSC131,Nelson Padua-Perez,201508,0403,5,2,2,3,3,3,1,3,0,0,1,0,6,3,0
366,CMSC131,Nelson Padua-Perez,201508,0402,4,3,4,4,5,2,3,2,5,0,3,0,4,2,0
367,CMSC131,Mihai Pop,201601,0401,1,10,6,2,7,0,6,2,1,0,1,0,2,3,0
368,CMSC131,Mihai Pop,201601,0402,0,8,3,0,5,2,2,6,7,0,2,0,2,3,0
369,CMSC131,Mihai Pop,201601,0403,1,6,1,2,6,2,3,2,2,0,2,0,3,2,0
370,CMSC131,Mihai Pop,201601,0404,5,6,1,2,5,4,3,1,5,0,4,0,3,3,0
371,CMSC131,Ilchul Yoon,202101,0307,1,4,0,1,0,0,0,0,0,0,0,0,1,3,4
372,CMSC131,Ilchul Yoon,202101,0306,2,2,1,3,1,0,1,0,0,0,0,0,0,4,1
373,CMSC131,Ilchul Yoon,202101,0305,1,2,1,0,1,0,0,0,0,0,0,0,1,1,4
374,CMSC131,Ilchul Yoon,202101,0303,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1
375,CMSC131,Ilchul Yoon,202101,0302,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0
376,CMSC131,Ilchul Yoon,201901,0102,2,6,2,3,5,1,4,4,3,0,2,1,3,3,0
377,CMSC131,Ilchul Yoon,201901,0307,0,6,3,0,3,5,3,0,2,0,1,0,3,0,1
378,CMSC131,Ilchul Yoon,201901,0306,5,2,1,3,8,4,4,6,3,2,1,0,3,3,1
379,CMSC131,Ilchul Yoon,201901,0305,4,5,2,1,7,1,4,4,1,1,2,0,2,3,0
380,CMSC131,Ilchul Yoon,201901,0303,0,2,0,1,0,1,0,1,0,0,0,0,2,1,0
381,CMSC131,Ilchul Yoon,201901,0302,2,2,2,3,2,0,0,4,0,2,1,0,3,6,0
382,CMSC131,Ilchul Yoon,201901,0301,6,3,2,3,6,0,3,3,0,0,1,0,4,7,0
383,CMSC131,Ilchul Yoon,201901,0104,1,9,3,2,5,4,2,4,0,3,0,1,3,1,0
384,CMSC131,Ilchul Yoon,201901,0103,1,3,2,3,1,3,4,5,1,2,1,0,3,3,0
385,CMSC131,Ilchul Yoon,201901,0101,3,4,1,2,0,4,3,4,2,0,1,0,2,6,0
386,CMSC131,Ilchul Yoon,201801,0304,3,6,1,3,8,4,1,0,0,0,0,0,3,4,0
387,CMSC131,Ilchul Yoon,201801,0303,0,4,4,0,8,5,0,2,1,0,1,0,4,5,0
388,CMSC131,Ilchul Yoon,201801,0302,2,7,4,2,1,3,2,2,2,0,1,0,0,6,0
389,CMSC131,Ilchul Yoon,201801,0301,0,6,0,2,5,2,5,2,0,0,1,0,3,6,0
390,CMSC131,Ilchul Yoon,201801,0104,0,5,6,2,4,0,1,2,3,0,1,0,3,4,1
391,CMSC131,Ilchul Yoon,201801,0103,3,3,5,4,2,0,3,4,1,0,1,0,3,4,0
392,CMSC131,Ilchul Yoon,201801,0102,2,2,2,1,3,0,4,2,0,0,2,0,2,3,0
393,CMSC131,Ilchul Yoon,201801,0101,2,4,3,0,7,0,2,0,3,0,2,0,3,8,0
394,CMSC131,Ilchul Yoon,201708,0401,5,7,0,4,2,6,1,2,5,0,3,0,1,4,0
395,CMSC131,Ilchul Yoon,201708,0409,8,13,3,6,2,3,2,0,0,0,2,0,2,1,0
396,CMSC131,Ilchul Yoon,201708,0406,4,8,2,4,4,0,1,1,2,0,1,0,3,2,0
397,CMSC131,Ilchul Yoon,201708,0404,5,6,4,0,1,6,1,0,0,0,2,0,4,5,0
398,CMSC131,Ilchul Yoon,201708,0402,4,9,2,7,1,1,2,0,2,0,2,0,1,2,0
399,CMSC131,William Pugh,201708,0403,10,17,5,6,7,6,3,3,4,0,6,0,9,3,0
400,CMSC131,William Pugh,201708,0407,9,24,6,3,6,5,3,3,6,0,8,0,4,2,0
401,CMSC131,Mohammad Nayeem Teli,201808,0501,0,8,5,4,6,3,2,6,2,0,1,0,2,1,0
402,CMSC131,Mohammad Nayeem Teli,201808,0502,0,0,4,3,10,1,6,6,2,0,6,0,2,2,0
403,CMSC131,Mohammad Nayeem Teli,201808,0503,2,4,2,3,2,7,1,4,0,0,1,1,6,3,0
404,CMSC131,Roger Eastman,201801,0401,3,9,4,2,5,3,0,2,0,1,1,0,1,7,1
405,CMSC131,Roger Eastman,201801,0402,2,6,2,4,4,3,2,1,0,1,0,0,4,2,1
406,CMSC131,Roger Eastman,201801,0403,1,8,1,1,5,2,1,2,2,2,0,0,1,6,0
407,CMSC131,Roger Eastman,201801,0404,1,10,2,5,3,1,2,3,1,0,0,0,4,4,1
408,CMSC131,Roger Eastman,201801,0405,3,7,4,4,6,1,2,4,0,0,0,0,2,3,2
409,CMSC131,Roger Eastman,201801,0406,3,6,4,2,5,5,1,2,1,0,0,0,4,5,0
410,CMSC131,Roger Eastman,201801,0407,1,8,2,4,2,1,2,1,2,0,1,1,3,3,1
411,CMSC132,Nelson Padua-Perez,202101,0108,5,3,6,6,1,1,2,0,0,0,1,0,0,2,8
412,CMSC132,Nelson Padua-Perez,202101,0107,7,9,7,3,2,2,1,0,1,0,1,0,0,0,2
413,CMSC132,Nelson Padua-Perez,202101,0106,7,7,3,6,2,0,1,0,0,0,0,0,0,3,6
414,CMSC132,Nelson Padua-Perez,202101,0105,7,12,3,3,1,3,1,0,0,0,1,0,0,2,3
415,CMSC132,Nelson Padua-Perez,202101,0104,9,6,4,5,2,0,1,0,0,0,0,0,1,3,4
416,CMSC132,Nelson Padua-Perez,202101,0103,8,12,5,5,2,1,1,0,0,0,0,0,0,0,1
417,CMSC132,Nelson Padua-Perez,202101,0102,3,4,7,5,3,3,1,2,1,0,1,0,0,0,5
418,CMSC132,Nelson Padua-Perez,202101,0101,10,5,3,4,1,2,1,0,0,0,1,0,0,3,5
419,CMSC132,Nelson Padua-Perez,201908,0103,5,9,6,1,1,1,4,0,2,0,1,0,0,3,0
420,CMSC132,Nelson Padua-Perez,201908,0101,6,2,6,4,5,1,2,3,1,0,0,0,1,3,0
421,CMSC132,Nelson Padua-Perez,201908,0102,2,6,4,4,2,1,2,1,4,0,2,0,3,1,0
422,CMSC132,Nelson Padua-Perez,201908,0104,4,6,6,1,3,2,3,0,2,0,2,0,2,4,0
423,CMSC132,Nelson Padua-Perez,201908,0106,4,6,1,3,5,4,2,2,1,0,2,0,3,2,0
424,CMSC132,Nelson Padua-Perez,201908,0105,5,5,5,4,0,3,1,1,2,0,1,0,4,6,0
425,CMSC132,Nelson Padua-Perez,201908,0107,11,5,3,4,6,1,0,0,1,0,1,0,0,2,0
426,CMSC132,Nelson Padua-Perez,201908,0108,3,3,4,1,2,4,1,1,1,0,3,0,2,2,0
427,CMSC132,Nelson Padua-Perez,201808,0101,0,5,2,3,7,2,2,2,3,0,2,0,4,4,1
428,CMSC132,Nelson Padua-Perez,201808,0102,1,1,3,3,5,5,2,2,0,0,1,0,10,2,0
429,CMSC132,Nelson Padua-Perez,201808,0103,1,3,6,6,6,2,0,2,2,0,2,0,1,3,0
430,CMSC132,Nelson Padua-Perez,201808,0104,4,5,5,5,2,5,3,0,1,0,0,0,2,2,0
431,CMSC132,Nelson Padua-Perez,201808,0201,5,8,6,2,2,3,2,0,1,0,1,0,1,1,0
432,CMSC132,Nelson Padua-Perez,201808,0202,3,0,3,4,1,5,2,3,3,0,1,0,3,7,0
433,CMSC132,Nelson Padua-Perez,201808,0203,2,3,6,2,5,3,3,5,1,0,0,0,1,4,0
434,CMSC132,Nelson Padua-Perez,201808,0204,0,4,7,3,6,2,3,3,2,0,1,0,0,1,0
435,CMSC132,Nelson Padua-Perez,201808,0501,3,10,4,3,5,3,1,1,2,0,3,0,0,2,0
436,CMSC132,Nelson Padua-Perez,201808,0502,1,1,4,3,2,4,1,4,2,0,1,0,7,7,1
437,CMSC132,Nelson Padua-Perez,201808,0503,1,1,4,8,4,7,2,2,4,0,0,0,1,2,0
438,CMSC132,Nelson Padua-Perez,201808,0504,1,2,2,3,6,4,4,4,4,0,0,0,4,1,0
439,CMSC132,Nelson Padua-Perez,201708,0404,0,0,6,4,2,5,6,3,4,0,1,0,2,2,0
440,CMSC132,Nelson Padua-Perez,201708,0403,0,2,3,3,5,5,4,2,7,0,2,0,3,0,0
441,CMSC132,Nelson Padua-Perez,201708,0402,0,2,3,4,3,7,2,3,7,0,1,0,2,3,0
442,CMSC132,Nelson Padua-Perez,201708,0401,1,1,5,4,2,5,3,1,4,0,6,0,2,1,0
443,CMSC132,Nelson Padua-Perez,201608,0404,1,1,11,6,1,1,0,4,5,0,0,0,4,1,1
444,CMSC132,Nelson Padua-Perez,201608,0403,0,4,8,4,0,3,2,4,2,0,1,0,4,6,1
445,CMSC132,Nelson Padua-Perez,201608,0402,5,7,6,5,4,3,1,0,3,0,0,0,1,0,0
446,CMSC132,Nelson Padua-Perez,201608,0401,4,2,9,3,5,2,0,0,2,0,1,0,2,5,0
447,CMSC132,Nelson Padua-Perez,201601,0404,1,6,4,8,3,2,4,2,2,0,3,0,0,2,0
448,CMSC132,Nelson Padua-Perez,201601,0403,1,7,4,4,3,5,1,1,1,0,6,0,2,3,0
449,CMSC132,Nelson Padua-Perez,201601,0402,0,2,6,2,4,7,5,1,4,0,1,0,2,3,0
450,CMSC132,Nelson Padua-Perez,201601,0401,3,7,1,5,6,5,0,4,2,0,2,0,0,1,0
451,CMSC132,Nelson Padua-Perez,201508,0401,4,2,5,1,7,4,4,1,5,0,0,0,2,5,0
452,CMSC132,Nelson Padua-Perez,201508,0402,2,2,6,2,4,5,3,2,4,0,6,0,1,3,0
453,CMSC132,Nelson Padua-Perez,201508,0403,1,4,2,5,4,6,3,2,1,0,4,0,5,2,0
454,CMSC132,Nelson Padua-Perez,201301,0202,1,1,2,2,1,5,3,2,3,1,2,1,1,2,0
455,CMSC132,Nelson Padua-Perez,201301,0201,1,1,4,3,4,3,2,0,2,0,0,2,2,3,0
456,CMSC132,Nelson Padua-Perez,201301,0103,1,4,7,1,1,2,4,2,0,1,0,0,3,1,0
457,CMSC132,Nelson Padua-Perez,201301,0102,0,3,5,2,2,6,2,0,0,0,1,0,2,5,0
458,CMSC132,Nelson Padua-Perez,201301,0101,1,2,5,0,1,4,0,2,0,1,2,1,6,3,0
459,CMSC132,Nelson Padua-Perez,201201,0101,0,1,5,4,6,3,3,1,2,0,0,0,1,2,0
460,CMSC132,Nelson Padua-Perez,201201,0403,0,1,1,2,4,3,3,3,2,0,0,0,2,3,0
461,CMSC132,Nelson Padua-Perez,201201,0402,0,2,5,2,1,3,7,3,0,0,0,0,1,1,0
462,CMSC132,Nelson Padua-Perez,201201,0401,0,1,5,5,4,2,3,4,0,0,0,0,3,1,0
463,CMSC132,Nelson Padua-Perez,201201,0302,1,0,3,2,3,5,1,4,1,0,1,0,5,1,0
464,CMSC132,Nelson Padua-Perez,201201,0301,0,0,6,2,2,1,3,2,1,1,3,1,4,2,0
465,CMSC132,Nelson Padua-Perez,201201,0202,0,0,3,5,6,2,4,2,0,2,1,1,1,0,0
466,CMSC132,Nelson Padua-Perez,201201,0201,1,1,2,4,2,1,3,2,4,1,0,0,3,0,0
467,CMSC132,Nelson Padua-Perez,201201,0103,1,0,1,3,4,3,3,1,4,0,1,1,3,2,0
468,CMSC132,Nelson Padua-Perez,201201,0102,0,1,4,5,1,2,4,1,1,2,0,1,3,3,0
469,CMSC132,Fawzi Emad,202101,0308,1,1,0,2,4,3,2,2,0,1,2,1,0,2,7
470,CMSC132,Fawzi Emad,202101,0201,2,9,1,1,8,3,0,1,1,0,1,0,0,3,5
471,CMSC132,Fawzi Emad,202101,0202,1,3,3,2,6,2,2,2,1,2,1,0,0,2,7
472,CMSC132,Fawzi Emad,202101,0203,9,2,6,1,3,3,1,0,1,1,0,0,0,3,4
473,CMSC132,Fawzi Emad,202101,0204,2,2,1,5,4,1,1,1,1,1,3,0,3,1,3
474,CMSC132,Fawzi Emad,202101,0205,0,6,0,3,5,2,4,1,1,1,1,0,1,1,4
475,CMSC132,Fawzi Emad,202101,0206,5,2,3,2,5,2,2,2,2,0,1,0,2,2,2
476,CMSC132,Fawzi Emad,202101,0207,0,4,3,3,6,2,3,2,0,0,0,0,1,0,6
477,CMSC132,Fawzi Emad,202101,0208,2,4,5,3,5,2,1,3,0,0,1,0,1,4,4
478,CMSC132,Fawzi Emad,202101,0302,1,5,3,1,4,2,2,1,2,1,1,2,2,3,6
479,CMSC132,Fawzi Emad,202101,0303,1,1,2,0,6,2,4,4,0,1,1,2,3,1,8
480,CMSC132,Fawzi Emad,202101,0304,1,5,2,4,4,3,0,2,1,0,1,0,1,4,7
481,CMSC132,Fawzi Emad,202101,0305,2,6,2,2,3,2,3,1,1,0,0,0,2,5,4
482,CMSC132,Fawzi Emad,202101,0306,3,5,1,2,2,1,1,2,2,0,2,3,0,4,6
483,CMSC132,Fawzi Emad,202101,0307,0,4,2,0,5,0,4,1,0,0,1,0,2,5,3
484,CMSC132,Fawzi Emad,202101,0301,2,5,3,2,6,3,2,1,0,0,3,0,1,2,5
485,CMSC132,Fawzi Emad,202001,0303,1,5,0,3,3,0,0,0,0,0,0,0,0,1,22
486,CMSC132,Fawzi Emad,202001,0304,0,3,0,3,6,0,0,1,0,0,0,0,1,3,18
487,CMSC132,Fawzi Emad,202001,0305,0,3,1,2,4,1,0,0,0,0,0,0,1,3,21
488,CMSC132,Fawzi Emad,202001,0306,1,2,3,3,0,1,0,1,0,0,0,0,2,0,22
489,CMSC132,Fawzi Emad,202001,0307,3,5,1,3,2,2,0,0,0,0,0,0,1,1,17
490,CMSC132,Fawzi Emad,202001,0308,0,3,3,3,1,0,0,0,0,0,0,0,0,2,23
491,CMSC132,Fawzi Emad,202001,0401,1,2,5,2,1,0,0,1,0,0,0,0,2,0,21
492,CMSC132,Fawzi Emad,202001,0402,3,4,3,2,0,0,0,0,0,0,0,0,0,2,21
493,CMSC132,Fawzi Emad,202001,0403,1,2,5,4,3,2,0,0,0,0,0,0,2,1,15
494,CMSC132,Fawzi Emad,202001,0501,3,7,4,1,2,1,1,1,0,0,0,0,0,4,12
495,CMSC132,Fawzi Emad,202001,0502,2,5,6,3,2,0,0,0,0,0,0,0,2,2,13
496,CMSC132,Fawzi Emad,202001,0503,2,3,2,2,3,1,2,0,0,0,0,0,0,1,19
497,CMSC132,Fawzi Emad,202001,0302,2,4,3,1,1,0,0,0,0,0,0,0,1,0,23
498,CMSC132,Fawzi Emad,202001,0301,2,4,3,1,1,1,0,0,0,0,0,0,2,1,20
499,CMSC132,Fawzi Emad,201901,0404,3,5,4,3,9,2,3,3,0,1,1,1,0,1,0
500,CMSC132,Fawzi Emad,201901,0403,0,2,5,2,6,1,3,5,2,2,0,0,2,6,0
501,CMSC132,Fawzi Emad,201901,0402,4,4,4,5,5,3,3,1,2,0,3,0,1,0,0
502,CMSC132,Fawzi Emad,201901,0401,1,2,3,7,4,3,6,5,1,0,2,1,0,3,0
503,CMSC132,Fawzi Emad,201901,0204,5,4,3,1,12,7,2,3,1,2,1,0,1,2,0
504,CMSC132,Fawzi Emad,201901,0203,4,3,1,1,2,5,3,5,2,2,1,0,1,4,0
505,CMSC132,Fawzi Emad,201901,0202,1,4,1,1,6,3,3,6,2,1,2,0,1,1,0
506,CMSC132,Fawzi Emad,201901,0201,3,4,0,3,10,2,2,5,0,0,2,0,2,1,0
507,CMSC132,Fawzi Emad,201608,0203,2,8,5,4,4,2,2,5,2,0,1,0,1,4,0
508,CMSC132,Fawzi Emad,201608,0101,3,9,1,2,2,0,3,7,2,0,1,0,5,3,0
509,CMSC132,Fawzi Emad,201608,0102,2,5,0,3,7,2,2,7,2,1,3,1,0,2,0
510,CMSC132,Fawzi Emad,201608,0103,2,4,0,1,7,3,2,4,1,3,1,2,5,2,0
511,CMSC132,Fawzi Emad,201608,0104,2,4,2,2,5,2,3,9,0,0,2,0,2,5,0
512,CMSC132,Fawzi Emad,201608,0201,2,3,0,4,8,3,0,4,1,1,2,1,3,0,0
513,CMSC132,Fawzi Emad,201608,0202,1,3,1,2,4,4,2,8,3,0,1,2,1,0,0
514,CMSC132,Fawzi Emad,201608,0204,3,7,3,0,6,1,1,6,2,1,3,0,2,7,0
515,CMSC132,Fawzi Emad,201608,0301,3,3,1,1,8,4,0,0,1,1,5,2,3,4,0
